pincode,district,Total_Enrollments,age_0_5,age_5_17,age_18_greater,Total_Demo,demo_age_5_17,demo_age_17_,Total_Bio,bio_age_5_17,bio_age_17_,Demo_Rate,Bio_Rate,Youth_Enrollment_Pct,Cluster,Cluster_Label,Anomaly,PC1,PC2,Coverage_Score,Accuracy_Score,Reliability_Score,Inclusion_Score
754245,Kendrapara,96.0,80.0,16.0,0.0,680.0,99.0,581.0,1644.0,796.0,848.0,7.083333333333333,17.125,100.0,0,Moderate,1,-0.6454675929172718,-0.3001312166571644,9.97920997920998,70.48611111111111,75.30048076923077,47.73
754246,Kendrapara,110.0,92.0,16.0,2.0,1136.0,122.0,1014.0,2563.0,1441.0,1122.0,10.327272727272728,23.3,98.18181818181819,0,Moderate,1,0.26292025537986907,0.8444901358612336,11.434511434511435,56.96969696969696,66.39423076923077,41.58
754248,Kendrapara,166.0,139.0,26.0,1.0,891.0,97.0,794.0,2552.0,1503.0,1049.0,5.367469879518072,15.373493975903614,99.3975903614458,0,Moderate,1,0.02307418237141057,-0.9864962335901041,17.255717255717258,77.6355421686747,77.82669138090824,53.54
754250,Kendrapara,121.0,94.0,27.0,0.0,837.0,111.0,726.0,2403.0,1194.0,1209.0,6.917355371900826,19.859504132231404,100.0,0,Moderate,1,-0.15349362694111843,-0.18645899254731482,12.577962577962579,71.17768595041322,71.35648442466623,47.79
754251,Kendrapara,0.0,0.0,0.0,0.0,15.0,0.0,15.0,11.0,4.0,7.0,0.0,0.0,0.0,0,Moderate,1,-2.6243863339690767,-2.9718384524164803,0.0,100.0,100.0,60.0
754253,Kendrapara,22.0,15.0,7.0,0.0,182.0,35.0,147.0,323.0,187.0,136.0,8.272727272727273,14.681818181818182,100.0,0,Moderate,1,-1.758375816036268,-0.04512131748777566,2.2869022869022873,65.53030303030303,78.8243006993007,44.22
754282,Cuttack,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0,Moderate,1,-2.6362063842482026,-2.971404148880186,0.0,100.0,100.0,60.0
754285,Cuttack,1.0,1.0,0.0,0.0,4.0,0.0,4.0,9.0,4.0,5.0,4.0,9.0,100.0,0,Moderate,1,-2.342098947106174,-1.3764072601932122,0.10395010395010396,83.33333333333333,87.01923076923077,51.15
754286,Cuttack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,Moderate,1,-2.639161396817984,-2.9712955729961124,0.0,100.0,100.0,60.0
754288,Cuttack,1.0,1.0,0.0,0.0,6.0,0.0,6.0,8.0,2.0,6.0,6.0,8.0,100.0,0,Moderate,1,-2.273503076202014,-1.0249753834786872,0.10395010395010396,75.0,88.46153846153845,49.08
754289,Kendrapara,34.0,30.0,4.0,0.0,364.0,42.0,322.0,1010.0,530.0,480.0,10.705882352941176,29.705882352941178,100.0,0,Moderate,1,-1.0539514840469484,1.6587583329937963,3.5343035343035343,55.3921568627451,57.1549773755656,35.18
754290,Cuttack,39.0,37.0,2.0,0.0,335.0,50.0,285.0,882.0,517.0,365.0,8.58974358974359,22.615384615384617,100.0,0,Moderate,1,-1.2733650288955358,0.6171214470218781,4.054054054054054,64.2094017094017,67.38165680473372,41.1
754292,Jajpur,95.0,81.0,14.0,0.0,731.0,125.0,606.0,2187.0,1177.0,1010.0,7.6947368421052635,23.021052631578947,100.0,0,Moderate,1,-0.34886472839740074,0.3009586808231491,9.875259875259875,67.93859649122807,66.79655870445345,44.37
754293,Cuttack,45.0,36.0,9.0,0.0,435.0,79.0,356.0,1185.0,576.0,609.0,9.666666666666666,26.333333333333332,100.0,0,Moderate,1,-0.9836831153980572,1.131029469513878,4.677754677754678,59.72222222222222,62.01923076923077,38.39
754294,Jagatsinghpur,41.0,37.0,4.0,0.0,253.0,31.0,222.0,1054.0,468.0,586.0,6.170731707317073,25.70731707317073,100.0,0,Moderate,1,-1.33539191091654,0.3389685842962144,4.261954261954262,74.28861788617886,62.92213883677298,42.87
754295,Cuttack,24.0,18.0,6.0,0.0,109.0,8.0,101.0,535.0,228.0,307.0,4.541666666666667,22.291666666666668,100.0,0,Moderate,1,-1.7925680124886672,-0.24089491532996624,2.494802494802495,81.07638888888889,67.84855769230768,45.68
754296,Jajpur,57.0,48.0,8.0,1.0,368.0,52.0,316.0,1299.0,547.0,752.0,6.456140350877193,22.789473684210527,98.24561403508771,0,Moderate,1,-1.1261712769787782,0.12175280350541437,5.925155925155925,73.09941520467837,67.13056680161944,44.44
754297,Cuttack,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0,Moderate,1,-2.635921946205058,-2.971425496151877,0.0,100.0,100.0,60.0
754298,Cuttack,6.0,6.0,0.0,0.0,6.0,0.0,6.0,20.0,15.0,5.0,1.0,3.3333333333333335,100.0,0,Moderate,1,-2.5134682579236176,-2.497176652094997,0.6237006237006237,95.83333333333333,95.1923076923077,57.56
754311,Kendrapara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,Moderate,1,-2.6388769587748393,-2.9713169202678036,0.0,100.0,100.0,60.0
755001,Jajpur,91.0,71.0,20.0,0.0,625.0,96.0,529.0,1315.0,669.0,646.0,6.868131868131868,14.45054945054945,100.0,0,Moderate,1,-0.8525535676553992,-0.5452945630149705,9.45945945945946,71.38278388278388,79.15786136939982,48.95
755003,Jajpur,128.0,102.0,24.0,2.0,1071.0,200.0,871.0,2610.0,1302.0,1308.0,8.3671875,20.390625,98.4375,0,Moderate,1,0.19129322576318286,0.14601499385646607,13.305613305613306,65.13671875,70.59044471153845,46.04
755004,Jajpur,138.0,115.0,23.0,0.0,723.0,114.0,609.0,3242.0,1597.0,1645.0,5.239130434782608,23.492753623188406,100.0,0,Moderate,1,0.05834932707607114,-0.30570031223121286,14.345114345114347,78.17028985507247,66.11622073578594,49.02
755005,Jajpur,200.0,169.0,30.0,1.0,1526.0,233.0,1293.0,4063.0,2020.0,2043.0,7.63,20.315,99.5,1,Stable,1,1.2814248429171615,-0.21356565119738277,20.79002079002079,68.20833333333333,70.69951923076923,49.99
755006,Jajpur,130.0,117.0,13.0,0.0,627.0,88.0,539.0,2423.0,1127.0,1296.0,4.823076923076923,18.638461538461538,100.0,0,Moderate,1,-0.37344697523528814,-0.753825612764901,13.513513513513514,79.90384615384616,73.11760355029585,51.31
755007,Jajpur,249.0,196.0,53.0,0.0,1600.0,221.0,1379.0,4401.0,2242.0,2159.0,6.42570281124498,17.674698795180724,100.0,1,Stable,1,1.5864355001965387,-0.8017268046850261,25.883575883575887,73.22623828647924,74.50764596848933,54.67
755008,Jajpur,245.0,202.0,43.0,0.0,1379.0,240.0,1139.0,5226.0,2504.0,2722.0,5.628571428571429,21.33061224489796,100.0,1,Stable,1,1.644358867470668,-0.6812270833221706,25.467775467775468,76.54761904761904,69.23469387755101,53.92
755009,Jajpur,283.0,246.0,37.0,0.0,1940.0,246.0,1694.0,5081.0,2758.0,2323.0,6.855123674911661,17.954063604240282,100.0,1,Stable,1,2.234906708412989,-0.7802848135557976,29.41787941787942,71.43698468786808,74.10471595542266,55.43
755010,Jajpur,41.0,32.0,9.0,0.0,211.0,29.0,182.0,832.0,443.0,389.0,5.146341463414634,20.29268292682927,100.0,0,Moderate,1,-1.5484261857513164,-0.3172677430141943,4.261954261954262,78.5569105691057,70.73170731707316,46.49
755011,Jajpur,174.0,141.0,33.0,0.0,1200.0,166.0,1034.0,3724.0,1898.0,1826.0,6.896551724137931,21.402298850574713,100.0,0,Moderate,1,0.7860950083044146,-0.21425250145104566,18.08731808731809,71.26436781609195,69.13129973474801,49.35
755012,Jajpur,90.0,79.0,11.0,0.0,719.0,102.0,617.0,1806.0,811.0,995.0,7.988888888888889,20.066666666666666,100.0,0,Moderate,1,-0.5197526461730049,0.14341470179686452,9.355509355509357,66.71296296296296,71.0576923076923,45.07
755013,Jajpur,115.0,85.0,30.0,0.0,877.0,118.0,759.0,2415.0,1292.0,1123.0,7.626086956521739,21.0,100.0,0,Moderate,1,-0.10255826195105491,0.07123297728522231,11.954261954261955,68.22463768115942,69.71153846153845,46.16
755014,Jajpur,158.0,133.0,25.0,0.0,1208.0,181.0,1027.0,2669.0,1399.0,1270.0,7.6455696202531644,16.89240506329114,100.0,0,Moderate,1,0.3834837215192616,-0.36253406408003885,16.424116424116423,68.14345991561181,75.63595423563777,49.7
755015,Jajpur,93.0,72.0,19.0,2.0,751.0,93.0,658.0,1786.0,1023.0,763.0,8.075268817204302,19.204301075268816,97.84946236559139,0,Moderate,1,-0.49400680338202685,0.08534340299562612,9.667359667359667,66.35304659498208,72.3014888337469,45.46
755016,Jajpur,186.0,130.0,53.0,3.0,972.0,164.0,808.0,3829.0,1964.0,1865.0,5.225806451612903,20.586021505376344,98.38709677419355,0,Moderate,1,0.6131958723406007,-0.6648557769907832,19.334719334719335,78.2258064516129,70.30862282878411,52.29
755017,Jajpur,124.0,99.0,25.0,0.0,914.0,138.0,776.0,2446.0,1267.0,1179.0,7.370967741935484,19.725806451612904,100.0,0,Moderate,1,-0.04905614905426238,-0.10815682819349058,12.889812889812891,69.28763440860214,71.549317617866,47.41
755018,Jajpur,269.0,177.0,77.0,15.0,2051.0,267.0,1784.0,4664.0,2296.0,2368.0,7.62453531598513,17.33828996282528,94.42379182156134,1,Stable,1,2.1600147028139602,-0.6276687152436674,27.962577962577964,68.23110285006196,74.99285101515585,54.15
755019,Jajpur,290.0,215.0,68.0,7.0,2596.0,308.0,2288.0,6116.0,3205.0,2911.0,8.951724137931034,21.089655172413792,97.58620689655172,1,Stable,1,3.2131352812915805,-0.12304782791492277,30.14553014553015,62.701149425287355,69.58222811671087,51.74
755020,Jajpur,23.0,16.0,7.0,0.0,107.0,20.0,87.0,287.0,152.0,135.0,4.6521739130434785,12.478260869565217,100.0,0,Moderate,1,-2.000822573876771,-1.0074065687433205,2.390852390852391,80.6159420289855,82.00250836120401,49.74
755022,Jajpur,115.0,87.0,21.0,7.0,893.0,140.0,753.0,2130.0,1168.0,962.0,7.765217391304348,18.52173913043478,93.91304347826087,0,Moderate,1,-0.19954848580360665,-0.0944258962576218,11.954261954261955,67.64492753623188,73.28595317725753,47.06
755023,Jajpur,213.0,167.0,46.0,0.0,1728.0,213.0,1515.0,4572.0,2341.0,2231.0,8.112676056338028,21.464788732394368,100.0,1,Stable,1,1.6848141673051868,-0.05855036949512146,22.14137214137214,66.19718309859155,69.04117009750811,49.43
755024,Jajpur,56.0,43.0,13.0,0.0,606.0,77.0,529.0,1543.0,775.0,768.0,10.821428571428571,27.553571428571427,100.0,0,Moderate,1,-0.6292715150554763,1.4453503408024782,5.8212058212058215,54.910714285714285,60.25927197802198,36.88
755025,Jajpur,135.0,102.0,32.0,1.0,1157.0,196.0,961.0,2306.0,1305.0,1001.0,8.57037037037037,17.081481481481482,99.25925925925925,0,Moderate,1,0.16930407907820086,-0.08933748760350554,14.033264033264034,64.29012345679013,75.36324786324786,47.51
755026,Jajpur,227.0,158.0,68.0,1.0,2237.0,263.0,1974.0,5798.0,2989.0,2809.0,9.854625550660794,25.54185022026432,99.55947136563876,1,Stable,1,2.632720824656035,0.5827786592070258,23.596673596673597,58.93906020558002,63.16079295154184,46.07
755027,Jajpur,120.0,104.0,15.0,1.0,834.0,110.0,724.0,2402.0,1104.0,1298.0,6.95,20.016666666666666,99.16666666666667,0,Moderate,1,-0.1574692352310492,-0.16440617620827824,12.474012474012476,71.04166666666666,71.1298076923077,47.64
755028,Jajpur,80.0,51.0,21.0,8.0,610.0,82.0,528.0,1650.0,651.0,999.0,7.625,20.625,90.0,0,Moderate,1,-0.7058966680444794,0.13703336388505505,8.316008316008316,68.22916666666666,70.25240384615384,44.87
755031,Jajpur,0.0,0.0,0.0,0.0,25.0,1.0,24.0,42.0,13.0,29.0,0.0,0.0,0.0,0,Moderate,-1,-2.607614966353286,-2.9727198223078752,0.0,100.0,100.0,60.0
755032,Jajpur,0.0,0.0,0.0,0.0,8.0,0.0,8.0,9.0,0.0,9.0,0.0,0.0,0.0,0,Moderate,1,-2.630522861850181,-2.9716420347448183,0.0,100.0,100.0,60.0
755033,Jajpur,0.0,0.0,0.0,0.0,20.0,3.0,17.0,23.0,3.0,20.0,0.0,0.0,0.0,0,Moderate,1,-2.616996183312188,-2.972204421911259,0.0,100.0,100.0,60.0
755036,Jajpur,77.0,69.0,8.0,0.0,519.0,82.0,437.0,1426.0,769.0,657.0,6.740259740259741,18.51948051948052,100.0,0,Moderate,1,-0.9214281397201617,-0.21244589606914424,8.004158004158004,71.91558441558442,73.28921078921078,46.76
755037,Jajpur,0.0,0.0,0.0,0.0,10.0,0.0,10.0,14.0,5.0,9.0,0.0,0.0,0.0,0,Moderate,1,-2.6275099139787965,-2.971792691997068,0.0,100.0,100.0,60.0
755039,Jajpur,0.0,0.0,0.0,0.0,11.0,1.0,10.0,14.0,7.0,7.0,0.0,0.0,0.0,0,Moderate,1,-2.626714535150966,-2.971814652443965,0.0,100.0,100.0,60.0
755041,Jajpur,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Moderate,1,-2.638650456033298,-2.9712961861713185,0.0,100.0,100.0,60.0
755043,Jajpur,174.0,129.0,42.0,3.0,1098.0,160.0,938.0,3084.0,1651.0,1433.0,6.310344827586207,17.724137931034484,98.27586206896551,0,Moderate,1,0.4482473399579141,-0.6242488895239648,18.08731808731809,73.70689655172413,74.43633952254642,51.68
755044,Jajpur,83.0,61.0,22.0,0.0,334.0,46.0,288.0,1335.0,757.0,578.0,4.024096385542169,16.08433734939759,100.0,0,Moderate,1,-1.2095092637470917,-1.0048974163466435,8.627858627858629,83.23293172690762,76.80143651529194,51.46
755045,Jajpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Moderate,1,-2.639161396817984,-2.9712955729961124,0.0,100.0,100.0,60.0
755046,Jajpur,0.0,0.0,0.0,0.0,13.0,1.0,12.0,23.0,5.0,18.0,0.0,0.0,0.0,0,Moderate,1,-2.6225638351070026,-2.972050698782979,0.0,100.0,100.0,60.0
755047,Jajpur,0.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,3.0,9.0,0.0,0.0,0.0,0,Moderate,1,-2.633646441859901,-2.971596274325406,0.0,100.0,100.0,60.0
755049,Jajpur,43.0,29.0,14.0,0.0,366.0,61.0,305.0,1334.0,549.0,785.0,8.511627906976743,31.023255813953487,100.0,0,Moderate,1,-0.987743203039306,1.2650011991799361,4.46985446985447,64.53488372093022,55.25491949910554,37.72
755050,Jajpur,20.0,16.0,4.0,0.0,74.0,11.0,63.0,331.0,179.0,152.0,3.7,16.55,100.0,0,Moderate,1,-2.011244778567569,-0.8762260822267821,2.079002079002079,84.58333333333333,76.12980769230768,49.05
755061,Kendrapara,93.0,75.0,17.0,1.0,630.0,101.0,529.0,2268.0,1051.0,1217.0,6.774193548387097,24.387096774193548,98.9247311827957,0,Moderate,1,-0.4342037633681655,0.21757491977808732,9.667359667359667,71.77419354838709,64.82630272952852,44.85
755062,Jajpur,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,Moderate,1,-2.6383660179901534,-2.9713175334430093,0.0,100.0,100.0,60.0
756001,Balasore,108.0,92.0,16.0,0.0,967.0,102.0,865.0,2474.0,1198.0,1276.0,8.953703703703704,22.90740740740741,100.0,0,Moderate,1,0.032427781529605224,0.5252159556107352,11.226611226611228,62.6929012345679,66.96047008547008,43.39
756002,Balasore,210.0,180.0,30.0,0.0,1404.0,215.0,1189.0,4060.0,1876.0,2184.0,6.685714285714286,19.333333333333332,100.0,1,Stable,1,1.1796877053328263,-0.5161994754564196,21.82952182952183,72.14285714285714,72.11538461538461,52.01
756003,Balasore,170.0,125.0,45.0,0.0,1260.0,196.0,1064.0,3497.0,1639.0,1858.0,7.411764705882353,20.570588235294117,100.0,0,Moderate,1,0.7594234345809143,-0.1583702582184236,17.671517671517673,69.11764705882352,70.33088235294117,48.9
756018,Balasore,7.0,6.0,1.0,0.0,35.0,9.0,26.0,64.0,42.0,22.0,5.0,9.142857142857142,100.0,0,Moderate,1,-2.2304326022208345,-1.1630094846543455,0.7276507276507277,79.16666666666666,86.81318681318682,50.09
756019,Balasore,292.0,231.0,61.0,0.0,1759.0,259.0,1500.0,4086.0,2200.0,1886.0,6.023972602739726,13.993150684931507,100.0,1,Stable,1,1.7626368129681942,-1.2760721071594867,30.353430353430355,74.90011415525115,79.81757112750263,58.56
756020,Balasore,142.0,106.0,36.0,0.0,1258.0,206.0,1052.0,3375.0,1504.0,1871.0,8.859154929577464,23.767605633802816,100.0,0,Moderate,1,0.6915697431107782,0.47686471282011667,14.760914760914762,63.086854460093896,65.71979956663054,44.55
756021,Balasore,95.0,73.0,22.0,0.0,702.0,111.0,591.0,1964.0,929.0,1035.0,7.389473684210526,20.673684210526314,100.0,0,Moderate,1,-0.48022686816582727,0.049448887366879406,9.875259875259875,69.21052631578948,70.1821862348178,45.77
756022,Balasore,33.0,25.0,8.0,0.0,163.0,22.0,141.0,721.0,384.0,337.0,4.9393939393939394,21.848484848484848,100.0,0,Moderate,1,-1.6434746597594285,-0.21513801016340928,3.4303534303534304,79.41919191919192,68.48776223776224,45.74
756023,Balasore,180.0,142.0,38.0,0.0,465.0,86.0,379.0,2227.0,1114.0,1113.0,2.5833333333333335,12.372222222222222,100.0,0,Moderate,1,-0.49541046920615983,-1.8463874618688707,18.711018711018713,89.23611111111111,82.15544871794872,58.9
756024,Balasore,440.0,310.0,130.0,0.0,1114.0,192.0,922.0,3567.0,1611.0,1956.0,2.5318181818181817,8.106818181818182,100.0,1,Stable,-1,1.5898886795205125,-2.7993670726930757,45.73804573804574,89.45075757575758,88.30747377622377,71.62
756025,Balasore,160.0,130.0,29.0,1.0,668.0,87.0,581.0,2002.0,1073.0,929.0,4.175,12.5125,99.375,0,Moderate,1,-0.4275236916793383,-1.4477571326955232,16.632016632016633,82.60416666666667,81.953125,56.02
756026,Balasore,267.0,214.0,53.0,0.0,1095.0,212.0,883.0,3446.0,1444.0,2002.0,4.101123595505618,12.906367041198502,100.0,1,Stable,1,0.8393245876086112,-1.6991622293961686,27.754677754677758,82.9119850187266,81.38504753673293,60.39
756027,Balasore,280.0,220.0,60.0,0.0,1683.0,269.0,1414.0,5090.0,2589.0,2501.0,6.010714285714286,18.178571428571427,100.0,1,Stable,1,1.987496207771917,-0.9329214529043824,29.10602910602911,74.95535714285714,73.7809065934066,56.26
756028,Balasore,69.0,56.0,13.0,0.0,632.0,103.0,529.0,1288.0,732.0,556.0,9.159420289855072,18.666666666666668,100.0,0,Moderate,1,-0.8090680526631716,0.34043355997667224,7.172557172557173,61.83574879227053,73.07692307692307,43.34
756029,Balasore,255.0,187.0,68.0,0.0,1016.0,173.0,843.0,3313.0,1536.0,1777.0,3.984313725490196,12.992156862745098,100.0,1,Stable,1,0.677459062601768,-1.6874033523837675,26.507276507276508,83.39869281045752,81.26131221719457,60.0
756030,Balasore,165.0,113.0,52.0,0.0,755.0,108.0,647.0,2500.0,1116.0,1384.0,4.575757575757576,15.151515151515152,100.0,0,Moderate,1,-0.13987904174526866,-1.1696346690474966,17.151767151767153,80.93434343434343,78.14685314685315,54.59
756032,Balasore,285.0,218.0,67.0,0.0,2121.0,326.0,1795.0,6753.0,3017.0,3736.0,7.442105263157894,23.694736842105264,100.0,1,Stable,1,2.9673108362157454,-0.23043971318334341,29.62577962577963,68.99122807017544,65.82489878542509,52.3
756033,Balasore,157.0,118.0,39.0,0.0,1581.0,213.0,1368.0,5439.0,2029.0,3410.0,10.070063694267516,34.64331210191083,100.0,1,Stable,1,1.8072402636253055,1.5401270338781294,16.320166320166322,58.04140127388535,50.03368446839784,38.95
756034,Balasore,79.0,68.0,11.0,0.0,393.0,61.0,332.0,1579.0,704.0,875.0,4.974683544303797,19.9873417721519,100.0,0,Moderate,1,-1.0198245897543903,-0.479882575383346,8.212058212058212,79.27215189873418,71.17210321324245,48.42
756035,Balasore,244.0,223.0,20.0,1.0,1265.0,224.0,1041.0,3750.0,1996.0,1754.0,5.184426229508197,15.368852459016393,99.59016393442623,1,Stable,1,1.0285336126098927,-1.2259199795732816,25.363825363825367,78.39822404371584,77.83338587641866,57.02
756036,Balasore,183.0,150.0,33.0,0.0,1045.0,160.0,885.0,4344.0,2627.0,1717.0,5.7103825136612025,23.737704918032787,100.0,1,Stable,1,0.8666023369275632,-0.30997935246104874,19.022869022869024,76.20673952641165,65.76292559899116,50.2
756037,Balasore,58.0,50.0,8.0,0.0,515.0,66.0,449.0,1445.0,905.0,540.0,8.879310344827585,24.913793103448278,100.0,0,Moderate,1,-0.8352279934378176,0.8103288738783855,6.029106029106029,63.002873563218394,64.0666445623342,40.53
756038,Balasore,112.0,91.0,21.0,0.0,451.0,60.0,391.0,1781.0,1046.0,735.0,4.026785714285714,15.901785714285714,100.0,0,Moderate,1,-0.8526886618577981,-1.0928368421888632,11.642411642411643,83.22172619047619,77.06473214285714,52.74
756039,Balasore,30.0,26.0,4.0,0.0,242.0,49.0,193.0,622.0,399.0,223.0,8.066666666666666,20.733333333333334,100.0,0,Moderate,1,-1.5117887184887446,0.37762302602504166,3.118503118503119,66.38888888888889,70.09615384615384,42.19
756040,Balasore,163.0,111.0,51.0,1.0,1145.0,214.0,931.0,3234.0,1742.0,1492.0,7.024539877300613,19.84049079754601,99.38650306748467,0,Moderate,1,0.5337081858652575,-0.2785130004229424,16.943866943866944,70.73108384458078,71.3839075035394,49.41
756041,Balasore,125.0,87.0,37.0,1.0,930.0,144.0,786.0,2669.0,1222.0,1447.0,7.44,21.352,99.2,0,Moderate,1,0.05720781354414172,0.03176348843925751,12.993762993762994,69.0,69.20384615384614,46.66
756042,Balasore,182.0,164.0,18.0,0.0,660.0,128.0,532.0,3507.0,2069.0,1438.0,3.6263736263736264,19.26923076923077,100.0,0,Moderate,1,0.17113061168275126,-1.0957831247901246,18.91891891891892,84.89010989010988,72.2078402366864,54.7
756043,Balasore,147.0,128.0,19.0,0.0,680.0,127.0,553.0,2689.0,1438.0,1251.0,4.625850340136054,18.292517006802722,100.0,0,Moderate,1,-0.18674920085051064,-0.8675746890099342,15.280665280665282,80.72562358276645,73.61656200941914,52.41
756044,Balasore,151.0,124.0,27.0,0.0,1064.0,228.0,836.0,2956.0,1806.0,1150.0,7.046357615894039,19.576158940397352,100.0,0,Moderate,1,0.3297865545766652,-0.2620854603699778,15.696465696465697,70.64017660044149,71.7651553744269,49.0
756045,Balasore,258.0,230.0,28.0,0.0,2666.0,445.0,2221.0,6777.0,3721.0,3056.0,10.333333333333334,26.267441860465116,100.0,1,Stable,1,3.430789739974627,0.6492000248955606,26.819126819126822,56.944444444444436,62.114266547406075,46.45
756046,Balasore,107.0,95.0,12.0,0.0,566.0,101.0,465.0,2884.0,1685.0,1199.0,5.289719626168225,26.953271028037385,100.0,0,Moderate,1,-0.267341153087843,0.0635318967280842,11.122661122661123,77.9595015576324,61.12508986340761,46.17
756047,Balasore,181.0,164.0,17.0,0.0,1438.0,290.0,1148.0,3846.0,2213.0,1633.0,7.94475138121547,21.248618784530386,100.0,1,Stable,1,1.0841177979204872,-0.022635248016793806,18.814968814968815,66.89686924493554,69.3529536761581,48.4
756048,Balasore,74.0,67.0,7.0,0.0,658.0,99.0,559.0,1989.0,1144.0,845.0,8.891891891891891,26.87837837837838,100.0,0,Moderate,1,-0.4621918048400992,0.9240499008518345,7.6923076923076925,62.950450450450454,61.233108108108105,40.33
756049,Balasore,85.0,78.0,7.0,0.0,685.0,98.0,587.0,1767.0,1136.0,631.0,8.058823529411764,20.788235294117648,100.0,0,Moderate,1,-0.5690869642594103,0.2294126688572737,8.835758835758837,66.42156862745098,70.01696832579185,44.47
756051,Balasore,31.0,29.0,2.0,0.0,245.0,45.0,200.0,868.0,576.0,292.0,7.903225806451613,28.0,100.0,0,Moderate,1,-1.3406976054633934,0.9256374422957167,3.2224532224532227,67.06989247311827,59.61538461538461,39.29
756053,Balasore,8.0,7.0,1.0,0.0,40.0,4.0,36.0,49.0,26.0,23.0,5.0,6.125,100.0,0,Moderate,1,-2.26768043946127,-1.4102915575194517,0.8316008316008316,79.16666666666666,91.16586538461539,51.43
756055,Balasore,30.0,29.0,1.0,0.0,298.0,60.0,238.0,675.0,400.0,275.0,9.933333333333334,22.5,100.0,0,Moderate,1,-1.3520050701838668,0.9228111527927688,3.118503118503119,58.61111111111111,67.54807692307692,39.1
756056,Balasore,119.0,101.0,18.0,0.0,679.0,100.0,579.0,1506.0,793.0,713.0,5.705882352941177,12.655462184873949,100.0,0,Moderate,1,-0.6927470663653238,-1.007460889838091,12.37006237006237,76.22549019607843,81.7469295410472,52.34
756058,Balasore,142.0,106.0,36.0,0.0,651.0,114.0,537.0,2254.0,1190.0,1064.0,4.584507042253521,15.873239436619718,100.0,0,Moderate,1,-0.39272219993457685,-1.0526797638670056,14.760914760914762,80.89788732394366,77.10590465872156,53.31
756059,Balasore,91.0,84.0,7.0,0.0,567.0,81.0,486.0,1852.0,938.0,914.0,6.230769230769231,20.35164835164835,100.0,0,Moderate,1,-0.690134596001201,-0.21360440865952154,9.45945945945946,74.03846153846153,70.64666103127641,47.19
756060,Balasore,77.0,60.0,17.0,0.0,383.0,59.0,324.0,1521.0,657.0,864.0,4.974025974025974,19.753246753246753,100.0,0,Moderate,1,-1.057150164690682,-0.49335286334113804,8.004158004158004,79.27489177489177,71.50974025974025,48.44
756079,Balasore,60.0,48.0,12.0,0.0,383.0,63.0,320.0,1387.0,701.0,686.0,6.383333333333334,23.116666666666667,100.0,0,Moderate,1,-1.0732232515294635,0.12402224309134886,6.237006237006238,73.40277777777777,66.65865384615384,44.51
756080,Balasore,84.0,67.0,17.0,0.0,433.0,79.0,354.0,1375.0,688.0,687.0,5.154761904761905,16.36904761904762,100.0,0,Moderate,1,-1.064780923713887,-0.7422471502608616,8.731808731808732,78.52182539682539,76.3907967032967,49.97
756081,Balasore,108.0,80.0,28.0,0.0,569.0,89.0,480.0,1521.0,825.0,696.0,5.268518518518518,14.083333333333334,100.0,0,Moderate,1,-0.8267991037997676,-0.9605471087937828,11.226611226611228,78.04783950617283,79.6875,51.81
756083,Balasore,207.0,151.0,56.0,0.0,861.0,156.0,705.0,2361.0,1218.0,1143.0,4.159420289855072,11.405797101449275,100.0,0,Moderate,1,0.03794365458956521,-1.652827498721216,21.51767151767152,82.66908212560386,83.54933110367892,58.47
756084,Balasore,22.0,18.0,4.0,0.0,113.0,10.0,103.0,427.0,210.0,217.0,5.136363636363637,19.40909090909091,100.0,0,Moderate,1,-1.8454809368724463,-0.34011880907617653,2.2869022869022873,78.59848484848484,72.00611888111888,46.1
756085,Balasore,44.0,40.0,4.0,0.0,513.0,76.0,437.0,1065.0,662.0,403.0,11.659090909090908,24.204545454545453,100.0,0,Moderate,1,-0.9092185883553403,1.3920403862757629,4.5738045738045745,51.42045454545455,65.08959790209789,36.78
756086,Balasore,3.0,3.0,0.0,0.0,30.0,4.0,26.0,26.0,15.0,11.0,10.0,8.666666666666666,100.0,0,Moderate,1,-2.0682044302203746,-0.1104102987179419,0.31185031185031187,58.33333333333333,87.5,43.87
756088,Balasore,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Moderate,1,-2.638650456033298,-2.9712961861713185,0.0,100.0,100.0,60.0
756100,Bhadrak,251.0,210.0,41.0,0.0,1066.0,111.0,955.0,3594.0,1715.0,1879.0,4.247011952191235,14.318725099601593,100.0,1,Stable,1,0.806952317438441,-1.5213048779397864,26.091476091476093,82.30411686586986,79.34799264480539,58.93
