date,state,district,pincode,demo_age_5_17,demo_age_17_
13-11-2025,Odisha,Balangir,767048,1,4
13-11-2025,Odisha,Balangir,767065,3,4
13-11-2025,Odisha,Balasore,756002,1,2
13-11-2025,Odisha,Balasore,756003,0,3
13-11-2025,Odisha,Balasore,756033,0,4
13-11-2025,Odisha,Balasore,756037,0,2
13-11-2025,Odisha,Balasore,756043,0,5
13-11-2025,Odisha,Balasore,756049,0,2
13-11-2025,Odisha,Balasore,756166,0,2
13-11-2025,Odisha,Balasore,756003,0,7
13-11-2025,Odisha,Balasore,756029,2,3
13-11-2025,Odisha,Balasore,756030,0,3
13-11-2025,Odisha,Balasore,756032,0,11
13-11-2025,Odisha,Balasore,756037,1,1
13-11-2025,Odisha,Balasore,756041,2,6
13-11-2025,Odisha,Balasore,756049,2,5
13-11-2025,Odisha,Balasore,756134,2,5
13-11-2025,Odisha,Balasore,756182,1,1
13-11-2025,Odisha,Bargarh,768032,3,12
13-11-2025,Odisha,Bargarh,768050,3,2
13-11-2025,Odisha,Bargarh,768111,0,1
13-11-2025,Odisha,Boudh,762016,0,2
13-11-2025,Odisha,Boudh,762030,1,2
13-11-2025,Odisha,Bhadrak,756101,4,8
13-11-2025,Odisha,Bhadrak,756119,1,19
13-11-2025,Odisha,Bhadrak,756122,1,2
13-11-2025,Odisha,Bhadrak,756127,2,3
13-11-2025,Odisha,Bhadrak,756135,1,4
13-11-2025,Odisha,Bhadrak,756163,2,4
13-11-2025,Odisha,Boudh,762013,0,6
13-11-2025,Odisha,Boudh,762018,0,4
13-11-2025,Odisha,Khordha,752103,0,1
13-11-2025,Odisha,Cuttack,753010,0,1
13-11-2025,Odisha,Cuttack,753011,1,6
13-11-2025,Odisha,Cuttack,753012,0,3
13-11-2025,Odisha,Cuttack,754021,1,2
13-11-2025,Odisha,Cuttack,754031,2,13
13-11-2025,Odisha,Cuttack,754037,1,9
13-11-2025,Odisha,Cuttack,754071,1,1
13-11-2025,Odisha,Cuttack,754100,2,1
13-11-2025,Odisha,Cuttack,754131,1,2
13-11-2025,Odisha,Cuttack,754221,0,4
13-11-2025,Odisha,Dhenkanal,759013,4,4
13-11-2025,Odisha,Dhenkanal,759018,1,12
13-11-2025,Odisha,Dhenkanal,759020,1,14
13-11-2025,Odisha,Dhenkanal,759021,1,6
13-11-2025,Odisha,Dhenkanal,759022,1,16
13-11-2025,Odisha,Dhenkanal,759025,1,3
13-11-2025,Odisha,Dhenkanal,759039,3,7
13-11-2025,Odisha,Angul,759128,1,0
13-11-2025,Odisha,Dhenkanal,759146,0,5
13-11-2025,Odisha,Ganjam,761014,0,2
13-11-2025,Odisha,Gajapati,761200,2,4
13-11-2025,Odisha,Gajapati,761201,0,2
13-11-2025,Odisha,Gajapati,761210,0,4
13-11-2025,Odisha,Gajapati,761217,1,18
13-11-2025,Odisha,Ganjam,761011,1,5
13-11-2025,Odisha,Ganjam,761012,2,5
13-11-2025,Odisha,Ganjam,761027,0,9
13-11-2025,Odisha,Ganjam,761054,0,6
13-11-2025,Odisha,Ganjam,761055,1,1
13-11-2025,Odisha,Ganjam,761100,2,12
13-11-2025,Odisha,Ganjam,761101,1,2
13-11-2025,Odisha,Ganjam,761106,4,9
13-11-2025,Odisha,Ganjam,761116,0,1
13-11-2025,Odisha,Ganjam,761132,4,13
13-11-2025,Odisha,Jajpur,755004,0,1
13-11-2025,Odisha,Jajpur,755014,1,7
13-11-2025,Odisha,Jajpur,755017,0,3
13-11-2025,Odisha,Jajpur,755018,1,7
13-11-2025,Odisha,Jajpur,755026,2,7
13-11-2025,Odisha,Keonjhar,758025,0,2
13-11-2025,Odisha,Jagatsinghpur,754107,1,1
13-11-2025,Odisha,Jagatsinghpur,754114,0,3
13-11-2025,Odisha,Jagatsinghpur,754120,0,2
13-11-2025,Odisha,Cuttack,754130,0,1
13-11-2025,Odisha,Jagatsinghpur,754142,0,3
13-11-2025,Odisha,Jagatsinghpur,754160,1,0
13-11-2025,Odisha,Jagatsinghpur,754103,0,2
13-11-2025,Odisha,Jagatsinghpur,754108,0,3
13-11-2025,Odisha,Jagatsinghpur,754109,0,1
13-11-2025,Odisha,Jagatsinghpur,754111,0,3
13-11-2025,Odisha,Jagatsinghpur,754113,0,3
13-11-2025,Odisha,Jagatsinghpur,754135,0,2
13-11-2025,Odisha,Jajpur,754082,1,2
13-11-2025,Odisha,Jajpur,755003,2,1
13-11-2025,Odisha,Jajpur,755012,0,3
13-11-2025,Odisha,Jajpur,755018,5,14
13-11-2025,Odisha,Jajpur,755026,2,15
13-11-2025,Odisha,Jharsuguda,768202,2,17
13-11-2025,Odisha,Jharsuguda,768211,0,6
13-11-2025,Odisha,Kalahandi,766013,1,8
13-11-2025,Odisha,Kalahandi,766029,0,12
13-11-2025,Odisha,Kalahandi,766102,0,14
13-11-2025,Odisha,Kandhamal,762002,3,17
13-11-2025,Odisha,Kandhamal,762019,1,1
13-11-2025,Odisha,Kandhamal,762107,2,4
13-11-2025,Odisha,Kandhamal,762112,0,4
13-11-2025,Odisha,Jagatsinghpur,754162,1,0
13-11-2025,Odisha,Kendrapara,754208,0,5
13-11-2025,Odisha,Kendrapara,754210,0,4
13-11-2025,Odisha,Kendrapara,754212,1,7
13-11-2025,Odisha,Kendrapara,754217,1,9
13-11-2025,Odisha,Kendrapara,754219,1,6
13-11-2025,Odisha,Kendrapara,754222,2,1
13-11-2025,Odisha,Kendrapara,754227,1,6
13-11-2025,Odisha,Kendrapara,754231,0,3
13-11-2025,Odisha,Kendrapara,754239,2,0
13-11-2025,Odisha,Jajpur,755004,1,0
13-11-2025,Odisha,Keonjhar,758014,1,6
13-11-2025,Odisha,Keonjhar,758017,1,8
13-11-2025,Odisha,Keonjhar,758018,3,17
13-11-2025,Odisha,Keonjhar,758019,1,3
13-11-2025,Odisha,Keonjhar,758021,4,11
13-11-2025,Odisha,Keonjhar,758022,5,5
13-11-2025,Odisha,Keonjhar,758034,2,14
13-11-2025,Odisha,Keonjhar,758044,0,10
13-11-2025,Odisha,Keonjhar,758078,1,7
13-11-2025,Odisha,Keonjhar,758082,0,4
13-11-2025,Odisha,Khordha,751007,0,4
13-11-2025,Odisha,Khordha,751013,1,2
13-11-2025,Odisha,Khordha,751025,0,4
13-11-2025,Odisha,Khordha,752021,2,2
13-11-2025,Odisha,Khordha,752035,2,6
13-11-2025,Odisha,Khordha,752062,2,6
13-11-2025,Odisha,Khordha,752064,1,1
13-11-2025,Odisha,Khordha,752100,1,1
13-11-2025,Odisha,Khordha,752103,4,8
13-11-2025,Odisha,Khordha,752019,0,1
13-11-2025,Odisha,Khordha,752034,0,1
13-11-2025,Odisha,Khordha,752054,0,1
13-11-2025,Odisha,Khordha,752061,1,3
13-11-2025,Odisha,Khordha,752066,0,2
13-11-2025,Odisha,Koraput,763001,0,3
13-11-2025,Odisha,Koraput,764021,0,7
13-11-2025,Odisha,Koraput,764028,6,15
13-11-2025,Odisha,Malkangiri,764047,3,18
13-11-2025,Odisha,Mayurbhanj,757002,0,2
13-11-2025,Odisha,Mayurbhanj,757014,1,5
13-11-2025,Odisha,Mayurbhanj,757025,1,12
13-11-2025,Odisha,Mayurbhanj,757026,1,5
13-11-2025,Odisha,Mayurbhanj,757030,3,2
13-11-2025,Odisha,Mayurbhanj,757031,1,0
13-11-2025,Odisha,Mayurbhanj,757033,4,13
13-11-2025,Odisha,Mayurbhanj,757034,3,7
13-11-2025,Odisha,Mayurbhanj,757037,1,12
13-11-2025,Odisha,Mayurbhanj,757042,7,6
13-11-2025,Odisha,Mayurbhanj,757045,3,14
13-11-2025,Odisha,Mayurbhanj,757048,2,23
13-11-2025,Odisha,Mayurbhanj,757073,0,1
13-11-2025,Odisha,Mayurbhanj,757077,0,5
13-11-2025,Odisha,Mayurbhanj,757084,1,3
13-11-2025,Odisha,Mayurbhanj,757093,0,4
13-11-2025,Odisha,Mayurbhanj,757100,0,5
13-11-2025,Odisha,Nuapada,766107,0,2
13-11-2025,Odisha,Koraput,764063,1,8
13-11-2025,Odisha,Nabarangpur,764073,4,26
13-11-2025,Odisha,Nabarangpur,764076,1,18
13-11-2025,Odisha,Nayagarh,752024,0,5
13-11-2025,Odisha,Nayagarh,752078,0,2
13-11-2025,Odisha,Nayagarh,752079,4,6
13-11-2025,Odisha,Nayagarh,752082,1,4
13-11-2025,Odisha,Nayagarh,752083,3,3
13-11-2025,Odisha,Nayagarh,752090,1,1
13-11-2025,Odisha,Nayagarh,752094,2,6
13-11-2025,Odisha,Nuapada,766104,2,13
13-11-2025,Odisha,Nuapada,766108,6,12
13-11-2025,Odisha,Puri,752002,2,21
13-11-2025,Odisha,Puri,752013,1,8
13-11-2025,Odisha,Puri,752017,0,8
13-11-2025,Odisha,Khordha,752019,3,5
13-11-2025,Odisha,Puri,752046,1,3
13-11-2025,Odisha,Puri,752105,0,1
13-11-2025,Odisha,Puri,752108,1,6
13-11-2025,Odisha,Puri,752110,1,4
13-11-2025,Odisha,Puri,752119,0,2
13-11-2025,Odisha,Rayagada,765016,0,9
13-11-2025,Odisha,Rayagada,765025,0,12
13-11-2025,Odisha,Sambalpur,768005,3,15
13-11-2025,Odisha,Sambalpur,768200,0,11
13-11-2025,Odisha,Sambalpur,768222,1,13
13-11-2025,Odisha,Sambalpur,768227,0,3
13-11-2025,Odisha,Sambalpur,768228,1,6
13-11-2025,Odisha,Subarnapur,767016,3,11
13-11-2025,Odisha,Subarnapur,767019,2,7
13-11-2025,Odisha,Subarnapur,767016,0,6
13-11-2025,Odisha,Balangir,767020,0,1
13-11-2025,Odisha,Subarnapur,767045,0,1
13-11-2025,Odisha,Sundargarh,770018,0,2
13-11-2025,Odisha,Sundargarh,770039,0,1
13-11-2025,Odisha,Sundargarh,770075,0,1
13-11-2025,Odisha,Sundargarh,770076,0,1
13-11-2025,Odisha,Sundargarh,769003,1,1
13-11-2025,Odisha,Sundargarh,769013,0,4
13-11-2025,Odisha,Sundargarh,769015,3,2
13-11-2025,Odisha,Sundargarh,770001,1,3
13-11-2025,Odisha,Sundargarh,770018,0,2
13-11-2025,Odisha,Sundargarh,770019,1,1
13-11-2025,Odisha,Sundargarh,770020,1,2
13-11-2025,Odisha,Sundargarh,770022,0,5
13-11-2025,Odisha,Sundargarh,770024,1,5
13-11-2025,Odisha,Sundargarh,770036,1,10
13-11-2025,Odisha,Sundargarh,770037,3,14
13-11-2025,Odisha,Sundargarh,770052,0,1
13-11-2025,Odisha,Sundargarh,770070,1,1
13-11-2025,Odisha,Sundargarh,770072,0,2
13-11-2025,Odisha,Subarnapur,767016,0,1
13-11-2025,Odisha,Balangir,767020,1,1
13-11-2025,Odisha,Balangir,767021,0,1
13-11-2025,Odisha,Balangir,767037,0,7
13-11-2025,Odisha,Balangir,767067,1,2
13-11-2025,Odisha,Balasore,756002,1,2
13-11-2025,Odisha,Balasore,756019,0,1
13-11-2025,Odisha,Balasore,756045,0,2
13-11-2025,Odisha,Balasore,756049,0,2
13-11-2025,Odisha,Balasore,756056,0,4
13-11-2025,Odisha,Cuttack,753012,0,1
13-11-2025,Odisha,Cuttack,754105,0,3
13-11-2025,Odisha,Dhenkanal,759023,0,1
13-11-2025,Odisha,Ganjam,760006,0,1
13-11-2025,Odisha,Ganjam,761001,1,4
13-11-2025,Odisha,Ganjam,761002,0,3
13-11-2025,Odisha,Ganjam,761009,1,2
13-11-2025,Odisha,Ganjam,761100,1,2
13-11-2025,Odisha,Jajpur,755009,0,1
13-11-2025,Odisha,Kandhamal,762022,0,1
13-11-2025,Odisha,Kandhamal,762102,0,1
13-11-2025,Odisha,Kendrapara,754215,1,0
13-11-2025,Odisha,Keonjhar,758030,0,1
13-11-2025,Odisha,Khordha,751001,0,4
13-11-2025,Odisha,Khordha,751002,0,4
13-11-2025,Odisha,Khordha,751015,0,3
13-11-2025,Odisha,Khordha,752034,0,1
13-11-2025,Odisha,Khordha,752050,0,4
13-11-2025,Odisha,Malkangiri,764045,0,5
13-11-2025,Odisha,Puri,752011,0,1
13-11-2025,Odisha,Puri,752111,0,1
13-11-2025,Odisha,Sundargarh,769003,0,1
13-11-2025,Odisha,Sundargarh,769004,0,1
15-11-2025,Odisha,Angul,759105,0,7
15-11-2025,Odisha,Angul,759116,0,1
15-11-2025,Odisha,Angul,759143,1,0
15-11-2025,Odisha,Angul,759128,0,2
15-11-2025,Odisha,Subarnapur,767016,2,0
15-11-2025,Odisha,Balangir,767028,3,3
15-11-2025,Odisha,Balangir,767046,0,3
15-11-2025,Odisha,Balangir,767065,2,2
15-11-2025,Odisha,Balasore,756001,0,2
15-11-2025,Odisha,Balasore,756019,0,2
15-11-2025,Odisha,Balasore,756021,0,2
15-11-2025,Odisha,Balasore,756024,0,4
15-11-2025,Odisha,Balasore,756026,1,1
15-11-2025,Odisha,Balasore,756028,0,1
15-11-2025,Odisha,Balasore,756033,0,3
15-11-2025,Odisha,Balasore,756040,2,5
15-11-2025,Odisha,Balasore,756045,0,4
15-11-2025,Odisha,Balasore,756083,0,2
15-11-2025,Odisha,Bhadrak,756115,0,2
15-11-2025,Odisha,Balasore,756182,0,3
15-11-2025,Odisha,Balasore,756003,3,6
15-11-2025,Odisha,Balasore,756030,1,5
15-11-2025,Odisha,Balasore,756044,3,2
15-11-2025,Odisha,Bargarh,768030,1,13
15-11-2025,Odisha,Bargarh,768032,3,16
15-11-2025,Odisha,Bargarh,768102,0,6
15-11-2025,Odisha,Bargarh,768111,0,6
15-11-2025,Odisha,Boudh,762017,0,3
15-11-2025,Odisha,Bhadrak,756113,2,2
15-11-2025,Odisha,Bhadrak,756116,2,9
15-11-2025,Odisha,Bhadrak,756125,4,12
15-11-2025,Odisha,Bhadrak,756129,6,13
15-11-2025,Odisha,Bhadrak,756131,7,11
15-11-2025,Odisha,Bhadrak,756168,2,2
15-11-2025,Odisha,Boudh,762020,2,6
15-11-2025,Odisha,Boudh,762024,3,3
15-11-2025,Odisha,Cuttack,753011,1,7
15-11-2025,Odisha,Cuttack,754002,1,3
15-11-2025,Odisha,Cuttack,754010,0,2
15-11-2025,Odisha,Cuttack,754018,1,0
15-11-2025,Odisha,Cuttack,754031,2,10
15-11-2025,Odisha,Cuttack,754071,0,1
15-11-2025,Odisha,Cuttack,754203,0,2
15-11-2025,Odisha,Cuttack,754207,2,3
15-11-2025,Odisha,Kendrapara,754208,0,0
15-11-2025,Odisha,Cuttack,754293,2,3
15-11-2025,Odisha,Sambalpur,768107,0,1
15-11-2025,Odisha,Dhenkanal,759014,1,6
15-11-2025,Odisha,Dhenkanal,759015,6,10
15-11-2025,Odisha,Dhenkanal,759018,6,12
15-11-2025,Odisha,Dhenkanal,759026,5,19
15-11-2025,Odisha,Dhenkanal,759028,0,6
15-11-2025,Odisha,Dhenkanal,759120,1,22
15-11-2025,Odisha,Gajapati,761016,3,11
15-11-2025,Odisha,Gajapati,761206,0,3
15-11-2025,Odisha,Gajapati,761210,0,2
15-11-2025,Odisha,Gajapati,761213,0,2
15-11-2025,Odisha,Gajapati,761214,4,4
15-11-2025,Odisha,Ganjam,760001,4,15
15-11-2025,Odisha,Ganjam,760003,5,13
15-11-2025,Odisha,Ganjam,760010,4,17
15-11-2025,Odisha,Ganjam,761007,1,1
15-11-2025,Odisha,Ganjam,761010,1,6
15-11-2025,Odisha,Ganjam,761020,1,9
15-11-2025,Odisha,Ganjam,761028,3,12
15-11-2025,Odisha,Ganjam,761110,0,4
15-11-2025,Odisha,Ganjam,761126,0,7
15-11-2025,Odisha,Ganjam,761151,0,4
15-11-2025,Odisha,Jajpur,754023,0,2
15-11-2025,Odisha,Kendrapara,754250,0,1
15-11-2025,Odisha,Jajpur,755004,0,4
15-11-2025,Odisha,Jajpur,755008,1,5
15-11-2025,Odisha,Jajpur,755010,0,1
15-11-2025,Odisha,Jajpur,755026,2,3
15-11-2025,Odisha,Jagatsinghpur,754104,1,3
15-11-2025,Odisha,Jagatsinghpur,754114,0,2
15-11-2025,Odisha,Jagatsinghpur,754119,0,4
15-11-2025,Odisha,Cuttack,754130,0,3
15-11-2025,Odisha,Jagatsinghpur,754137,1,3
15-11-2025,Odisha,Jagatsinghpur,754141,2,8
15-11-2025,Odisha,Jagatsinghpur,754160,0,3
15-11-2025,Odisha,Jagatsinghpur,754106,0,3
15-11-2025,Odisha,Jagatsinghpur,754120,0,1
15-11-2025,Odisha,Jagatsinghpur,754139,0,1
15-11-2025,Odisha,Jajpur,754023,0,1
15-11-2025,Odisha,Jajpur,755001,1,3
15-11-2025,Odisha,Jajpur,755006,3,2
15-11-2025,Odisha,Jajpur,755026,2,14
15-11-2025,Odisha,Jajpur,755043,1,9
15-11-2025,Odisha,Jajpur,755019,0,4
15-11-2025,Odisha,Jajpur,755025,0,1
15-11-2025,Odisha,Jharsuguda,768201,2,11
15-11-2025,Odisha,Kalahandi,766001,2,15
15-11-2025,Odisha,Kalahandi,766020,0,3
15-11-2025,Odisha,Kalahandi,766029,2,5
15-11-2025,Odisha,Kandhamal,762022,0,2
15-11-2025,Odisha,Boudh,762023,0,1
15-11-2025,Odisha,Kandhamal,762103,1,7
15-11-2025,Odisha,Kandhamal,762106,2,0
15-11-2025,Odisha,Kandhamal,762107,1,8
15-11-2025,Odisha,Jagatsinghpur,754142,0,2
15-11-2025,Odisha,Kendrapara,754153,2,2
15-11-2025,Odisha,Jajpur,754214,0,2
15-11-2025,Odisha,Kendrapara,754215,5,19
15-11-2025,Odisha,Kendrapara,754224,5,15
15-11-2025,Odisha,Kendrapara,754228,0,3
15-11-2025,Odisha,Kendrapara,754240,0,2
15-11-2025,Odisha,Kendrapara,754289,0,3
15-11-2025,Odisha,Jajpur,755016,1,5
15-11-2025,Odisha,Kendrapara,755061,0,10
15-11-2025,Odisha,Bhadrak,756114,0,1
15-11-2025,Odisha,Keonjhar,758027,0,5
15-11-2025,Odisha,Keonjhar,758029,4,3
15-11-2025,Odisha,Keonjhar,758046,1,2
15-11-2025,Odisha,Keonjhar,758047,0,3
15-11-2025,Odisha,Keonjhar,758082,1,4
15-11-2025,Odisha,Khordha,751001,0,1
15-11-2025,Odisha,Khordha,751002,0,11
15-11-2025,Odisha,Khordha,751017,1,4
15-11-2025,Odisha,Khordha,751021,0,5
15-11-2025,Odisha,Khordha,751024,3,7
15-11-2025,Odisha,Khordha,751025,0,2
15-11-2025,Odisha,Khordha,752018,2,2
15-11-2025,Odisha,Khordha,752019,0,2
15-11-2025,Odisha,Khordha,752037,0,1
15-11-2025,Odisha,Khordha,752038,2,3
15-11-2025,Odisha,Khordha,752050,2,5
15-11-2025,Odisha,Khordha,752055,2,6
15-11-2025,Odisha,Puri,752106,0,1
15-11-2025,Odisha,Puri,752114,0,3
15-11-2025,Odisha,Khordha,751001,0,1
15-11-2025,Odisha,Khordha,752023,0,1
15-11-2025,Odisha,Khordha,752030,1,3
15-11-2025,Odisha,Khordha,752031,0,2
15-11-2025,Odisha,Khordha,752035,0,2
15-11-2025,Odisha,Khordha,752057,0,2
15-11-2025,Odisha,Khordha,752060,0,1
15-11-2025,Odisha,Khordha,752066,0,3
15-11-2025,Odisha,Koraput,764003,1,5
15-11-2025,Odisha,Koraput,764055,1,6
15-11-2025,Odisha,Koraput,764043,0,6
15-11-2025,Odisha,Malkangiri,764044,1,16
15-11-2025,Odisha,Malkangiri,764048,0,2
15-11-2025,Odisha,Balasore,756027,0,1
15-11-2025,Odisha,Mayurbhanj,757001,1,9
15-11-2025,Odisha,Mayurbhanj,757002,0,6
15-11-2025,Odisha,Mayurbhanj,757016,2,5
15-11-2025,Odisha,Mayurbhanj,757021,0,1
15-11-2025,Odisha,Mayurbhanj,757028,1,5
15-11-2025,Odisha,Mayurbhanj,757030,1,2
15-11-2025,Odisha,Mayurbhanj,757033,1,13
15-11-2025,Odisha,Mayurbhanj,757034,1,5
15-11-2025,Odisha,Mayurbhanj,757036,1,11
15-11-2025,Odisha,Mayurbhanj,757038,5,15
15-11-2025,Odisha,Mayurbhanj,757041,1,7
15-11-2025,Odisha,Mayurbhanj,757051,0,7
15-11-2025,Odisha,Mayurbhanj,757075,0,3
15-11-2025,Odisha,Mayurbhanj,757081,1,0
15-11-2025,Odisha,Mayurbhanj,757082,1,10
15-11-2025,Odisha,Mayurbhanj,757100,1,4
15-11-2025,Odisha,Mayurbhanj,757103,0,1
15-11-2025,Odisha,Mayurbhanj,757104,0,5
15-11-2025,Odisha,Nuapada,766107,0,1
15-11-2025,Odisha,Nuapada,766118,0,1
15-11-2025,Odisha,Nabarangpur,764059,1,16
15-11-2025,Odisha,Nabarangpur,764073,2,28
15-11-2025,Odisha,Nabarangpur,764075,1,7
15-11-2025,Odisha,Nabarangpur,764085,0,2
15-11-2025,Odisha,Nayagarh,752070,0,13
15-11-2025,Odisha,Nayagarh,752077,3,19
15-11-2025,Odisha,Nayagarh,752078,3,3
15-11-2025,Odisha,Nayagarh,752080,1,6
15-11-2025,Odisha,Nayagarh,752090,2,4
15-11-2025,Odisha,Nayagarh,752094,1,1
15-11-2025,Odisha,Nuapada,766104,1,13
15-11-2025,Odisha,Puri,752001,4,28
15-11-2025,Odisha,Puri,752003,1,1
15-11-2025,Odisha,Puri,752014,2,5
15-11-2025,Odisha,Puri,752016,1,4
15-11-2025,Odisha,Khordha,752050,0,2
15-11-2025,Odisha,Puri,752106,1,5
15-11-2025,Odisha,Puri,752109,1,4
15-11-2025,Odisha,Puri,752119,0,2
15-11-2025,Odisha,Rayagada,765001,1,3
15-11-2025,Odisha,Rayagada,765016,1,9
15-11-2025,Odisha,Rayagada,765025,2,7
15-11-2025,Odisha,Sambalpur,768003,3,9
15-11-2025,Odisha,Sambalpur,768017,0,8
15-11-2025,Odisha,Deogarh,768109,0,2
15-11-2025,Odisha,Sambalpur,768212,0,9
15-11-2025,Odisha,Sambalpur,768224,0,2
15-11-2025,Odisha,Subarnapur,767017,1,6
15-11-2025,Odisha,Subarnapur,767045,1,5
15-11-2025,Odisha,Subarnapur,767016,1,16
15-11-2025,Odisha,Sundargarh,769007,0,1
15-11-2025,Odisha,Sundargarh,770002,0,1
15-11-2025,Odisha,Sundargarh,770011,1,0
15-11-2025,Odisha,Sundargarh,770016,0,2
15-11-2025,Odisha,Sundargarh,770024,0,6
15-11-2025,Odisha,Sundargarh,769006,0,1
15-11-2025,Odisha,Sundargarh,770013,0,3
15-11-2025,Odisha,Sundargarh,770015,0,3
15-11-2025,Odisha,Sundargarh,770019,0,1
15-11-2025,Odisha,Sundargarh,770020,0,2
15-11-2025,Odisha,Sundargarh,770021,0,3
15-11-2025,Odisha,Sundargarh,770035,0,3
15-11-2025,Odisha,Sundargarh,770038,0,8
15-11-2025,Odisha,Sundargarh,770048,0,3
15-11-2025,Odisha,Sundargarh,770074,0,4
15-11-2025,Odisha,Balangir,767021,0,1
15-11-2025,Odisha,Balangir,767029,0,2
15-11-2025,Odisha,Balangir,767030,0,1
15-11-2025,Odisha,Balangir,767040,0,2
15-11-2025,Odisha,Bhadrak,756100,1,2
15-11-2025,Odisha,Cuttack,753001,1,6
15-11-2025,Odisha,Cuttack,753002,0,4
15-11-2025,Odisha,Cuttack,753003,2,0
15-11-2025,Odisha,Cuttack,754105,0,1
15-11-2025,Odisha,Dhenkanal,759025,0,4
15-11-2025,Odisha,Ganjam,761002,0,4
15-11-2025,Odisha,Ganjam,761045,0,1
15-11-2025,Odisha,Ganjam,761100,1,2
15-11-2025,Odisha,Ganjam,761118,0,1
15-11-2025,Odisha,Kandhamal,762027,0,1
15-11-2025,Odisha,Kendrapara,754212,0,1
15-11-2025,Odisha,Khordha,751006,1,0
15-11-2025,Odisha,Khordha,751030,0,1
15-11-2025,Odisha,Khordha,752054,0,2
15-11-2025,Odisha,Khordha,752055,0,2
15-11-2025,Odisha,Khordha,752103,0,1
15-11-2025,Odisha,Malkangiri,764045,0,2
15-11-2025,Odisha,Puri,752002,0,2
15-11-2025,Odisha,Puri,752011,0,1
15-11-2025,Odisha,Puri,752012,0,1
15-11-2025,Odisha,Puri,752014,0,6
15-11-2025,Odisha,Puri,752016,0,2
15-11-2025,Odisha,Sundargarh,769015,0,1
21-10-2025,Odisha,Angul,759122,1,1
21-10-2025,Odisha,Angul,759127,2,5
21-10-2025,Odisha,Angul,759132,0,3
21-10-2025,Odisha,Angul,759141,0,1
21-10-2025,Odisha,Angul,759127,0,1
21-10-2025,Odisha,Balangir,767020,0,3
21-10-2025,Odisha,Balangir,767025,0,8
21-10-2025,Odisha,Balangir,767033,1,3
21-10-2025,Odisha,Balangir,767037,1,3
21-10-2025,Odisha,Balangir,767038,1,12
21-10-2025,Odisha,Balangir,767041,2,1
21-10-2025,Odisha,Balangir,767065,2,0
21-10-2025,Odisha,Balasore,756027,0,2
21-10-2025,Odisha,Balasore,756059,0,1
21-10-2025,Odisha,Balasore,756079,1,0
21-10-2025,Odisha,Balasore,756126,0,3
21-10-2025,Odisha,Bhadrak,756168,0,1
21-10-2025,Odisha,Balasore,756003,0,1
21-10-2025,Odisha,Balasore,756020,2,3
21-10-2025,Odisha,Balasore,756021,2,0
21-10-2025,Odisha,Balasore,756026,0,1
21-10-2025,Odisha,Balasore,756027,3,0
21-10-2025,Odisha,Balasore,756028,1,0
21-10-2025,Odisha,Balasore,756029,0,3
21-10-2025,Odisha,Balasore,756037,1,0
21-10-2025,Odisha,Balasore,756046,0,3
21-10-2025,Odisha,Balasore,756055,0,1
21-10-2025,Odisha,Balasore,756080,1,2
21-10-2025,Odisha,Balasore,756166,0,5
21-10-2025,Odisha,Bargarh,768027,2,7
21-10-2025,Odisha,Bargarh,768028,1,5
21-10-2025,Odisha,Bargarh,768040,0,5
21-10-2025,Odisha,Boudh,762014,0,1
21-10-2025,Odisha,Bhadrak,756101,0,1
21-10-2025,Odisha,Bhadrak,756113,0,1
21-10-2025,Odisha,Bhadrak,756121,0,1
21-10-2025,Odisha,Bhadrak,756132,0,2
21-10-2025,Odisha,Bhadrak,756164,0,6
21-10-2025,Odisha,Boudh,762014,0,3
21-10-2025,Odisha,Boudh,762015,3,6
21-10-2025,Odisha,Boudh,762026,0,1
21-10-2025,Odisha,Cuttack,753010,0,2
21-10-2025,Odisha,Cuttack,754009,0,1
21-10-2025,Odisha,Cuttack,754021,0,1
21-10-2025,Odisha,Cuttack,754100,1,0
21-10-2025,Odisha,Cuttack,754206,1,2
21-10-2025,Odisha,Cuttack,754207,0,2
21-10-2025,Odisha,Cuttack,754293,1,3
21-10-2025,Odisha,Deogarh,768110,0,3
21-10-2025,Odisha,Deogarh,768119,2,2
21-10-2025,Odisha,Dhenkanal,759027,0,1
21-10-2025,Odisha,Dhenkanal,759028,1,3
21-10-2025,Odisha,Gajapati,761015,0,4
21-10-2025,Odisha,Gajapati,761200,1,0
21-10-2025,Odisha,Ganjam,761005,1,0
21-10-2025,Odisha,Ganjam,761007,0,3
21-10-2025,Odisha,Ganjam,761018,3,4
21-10-2025,Odisha,Ganjam,761030,0,2
21-10-2025,Odisha,Ganjam,761032,2,1
21-10-2025,Odisha,Ganjam,761052,0,1
21-10-2025,Odisha,Ganjam,761106,1,4
21-10-2025,Odisha,Ganjam,761108,0,6
21-10-2025,Odisha,Ganjam,761116,0,1
21-10-2025,Odisha,Ganjam,761120,0,3
21-10-2025,Odisha,Ganjam,761121,1,4
21-10-2025,Odisha,Ganjam,761133,1,1
21-10-2025,Odisha,Jajpur,755006,0,2
21-10-2025,Odisha,Jajpur,755007,1,3
21-10-2025,Odisha,Jajpur,755008,1,3
21-10-2025,Odisha,Jajpur,755012,0,1
21-10-2025,Odisha,Jajpur,755018,0,1
21-10-2025,Odisha,Jajpur,755024,0,2
21-10-2025,Odisha,Jajpur,755036,1,0
21-10-2025,Odisha,Jagatsinghpur,754102,0,1
21-10-2025,Odisha,Jagatsinghpur,754119,1,2
